"ID_reference","Reference"
927,"Schulze, C. (2006). ANÁLISIS DE LA RESPUESTA AL CLAREO DE MONTE BAJO DE ROBLE (Nothofagus obliqua) EN LA VII REGIÓN DE CHILE [Universidad Mayor]. https://www.academia.edu/2049448/AN%C3%81LISIS_DE_LA_RESPUESTA_AL_CLAREO_DE_MONTE_BAJO_DE_ROBLE_Nothofagus_obliqua_EN_LA_VII_REGI%C3%93N_DE_CHILE"
928,"Till-Bottraud, I., Fajardo, A., & Rioux, D. (2012). Multi-stemmed trees of Nothofagus pumilio second-growth forest in Patagonia are formed by highly related individuals. Annals of Botany, 110, 905-913. https://www.researchgate.net/publication/229064880_Multi-stemmed_trees_of_Nothofagus_pumilio_second-growth_forest_in_Patagonia_are_formed_by_highly_related_individuals"
929,"Soliani, C., Umaña, F., Mondino, V., Thomas, E., Pastorino, M., Gallo, L., & Marchelli, P. (2017). Zonas genéticas de lenga y ñire en Argentina: Y su aplicación en la conservación y manejo de los recursos forestales. Ediciones INTA. https://inta.gob.ar/sites/default/files/manual_digital1.pdf"
930,"Schiappacasse, F., Peña, C., & Peñailillo, P. (2019). Orites myrtoidea (Proteaceae): Efecto de estratificación fría en germinación de semillas y ácido indol butírico en enraizamiento de estacas. Gayana Bot., 76(2). https://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-66432019000200168&lng=es&tlng=es"
931,"Quispe, J. (2015). CRECIMIENTO DE SUP`U T`ULA (Parastrephia lepidophylla Cabrera) CON ABONAMIENTO ORGÁNICO EN EL CENTRO EXPERIMENTAL K’IPHAK’IPHANI, VIACHA [UNIVERSIDAD MAYOR DE SAN ANDRÉS. FACULTAD DE AGRONOMÍA]. https://repositorio.umsa.bo/bitstream/handle/123456789/5986/T-2114.pdf?sequence=3&isAllowed=y"
932,"Aguilar, F. (2021). PLANTAS CON POTENCIAL USO PARA LA REFORESTACIÓN MEDIANTE LA MEDICIÓN DE RASGOS FUNCIONALES EN BORDES DE AVANCE DEL BOSQUE DE Polylepis, EN EL ANEXO DE CACAYACO, CHIGUATA - AREQUIPA 2021 [UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA]. http://repositorio.unsa.edu.pe/bitstream/handle/20.500.12773/14394/UPagagfm.pdf?sequence=1&isAllowed=yr"
933,"Premoli, A., Souto, C., Rovere, A., Allnut, T., & Newton, A. (2002). Patterns of variation of isoenzymes as indicators of biogeographic history in Pilgerodendron uviferum (D. Don) Florín. Diversity  and  Distributions, 8, 57-66. https://onlinelibrary.wiley.com/doi/epdf/10.1046/j.1472-4642.2002.00128.x"
934,"Bannister, J., Wagner, S., Donoso, P., & Bauhus, J. (2014). The importance of seed trees in the dioecious conifer Pilgerodendron uviferum for passive restoration of fire disturbed southern bog forests. Austral Ecology, 39, 204-213. http://www.restauremoschile.cl/wp-content/uploads/2020/04/2014-Bannister-et-al.-Austral-Ecology.pdf"
935,"Saavedra, M., Hauenstein, E., & Vera, J. (2007). EVALUACION DE LA CONSERVACION Y RECUPERACIÓN DEL PITAO, Pitavia punctata, (RUTACEAE) EN LA IX REGION DE CHILE. UNA EXPERIENCIA DE 16 AÑOS. Gestión Ambiental, 13, 69-81. https://repositoriodigital.uct.cl/server/api/core/bitstreams/c9685c47-ca68-4a5a-a92b-a1b5c2cd3f7e/content"
936,"Hauenstein, E., & Saavedra, M. (2014). MONITOREO A LA GESTIÓN DEL PLAN NACIONAL DE CONSERVACIÓN DEL PITAO, PITAVIA PUNCTATA MOLINA (RUTACEAE), EN CHILE. Gestión Ambiental, 28, 9-23. https://www.ceachile.cl/revista/cdn/GA_28_2014_Hauenstein_Saavedra.pdf"
937,"Aguilar, F. (2021). PLANTAS CON POTENCIAL USO PARA LA REFORESTACIÓN MEDIANTE LA MEDICIÓN DE RASGOS FUNCIONALES EN BORDES DE AVANCE DEL BOSQUE DE Polylepis, EN EL ANEXO DE CACAYACO, CHIGUATA - AREQUIPA 2021 [UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA]. http://repositorio.unsa.edu.pe/bitstream/handle/20.500.12773/14394/UPagagfm.pdf?sequence=1&isAllowed=yr"
938,"Boza, T., & Kessler, M. (2022). A monograph of the genus Polylepis (Rosaceae). PhytoKeys, 203, 1-274. https://phytokeys.pensoft.net/article/83529/element/4/4243//"
939,"Silva, S., Bozinovic, F., & Jaksic, F. (2005). Frugivory and seed dispersal by foxes in relation to mammalian prey abundance in a semiarid thornscrub. Austral Ecology, 30, 739-746. https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1442-9993.2005.01449.x"
940,"Instituto de Ecologia y Biodiversidad. (2019). Lúcumo y lucumillo: Los increíbles arbustos del Chile tropical que están en riesgo de desaparecer. IEB. https://ieb-chile.cl/noticia/lucumo-y-lucumillo/"
941,"Peña-Egaña, M., Loayza, A., & Squeo, F. (2018). Are pulp consumers effective seed dispersers? Tests with a large-seeded tropical relict tree. Biotropica, 50(6), 898-907. https://onlinelibrary.wiley.com/doi/epdf/10.1111/btp.12604"
942,"Bessega, C., Pometti, C., Saidman, B., & Vilardi, J. (2017). CONTRIBUCIÓN DE ESTUDIOS GENÉTICO POBLACIONALES A LA CONSERVACIÓN DE ESPECIES NATIVAS DE ARGENTINA DE INTERÉS FORESTAL. CIENCIA E INVESTIGACIÓN, 67(1), 25-35. http://aargentinapciencias.org/wp-content/uploads/2018/01/RevistasCeI/tomo67-1/2-Bessega-Pometti-Saidman-Vilardi-cei67-1.pdf"
943,"Galera, F. (2000). EL GÉNERO PROSOPIS “ALGARROBOS” EN AMÉRICA LATINA Y EL CARIBE. DISTRIBUCIÓN, BIOECOLOGÍA, USOS Y MANEJO. FAO. Organización de las Naciones Unidas para la Agricultura y la Alimentación. https://www.fao.org/3/ad314s/AD314S00.htm#TOC"
944,"Campos, C., & Velez, S. (2015). Almacenadores y frugívoros oportunistas: El papel de los mamíferos en la dispersión del algarrobo (Prosopis flexuosa DC) en el desierto del Monte, Argentina. Ecosistemas, 24(3), 28-34. https://www.revistaecosistemas.net/index.php/ecosistemas/article/view/1050"
946,"Llanes, A., Bonercarrere, V., Capdevielle, F., Vidal, S., & Luna, V. (2011). Genetic diversity in a natural population of the halophytic legume prosopis strombulifera revealed by AFLP fingerprinting. Bol. Soc. Argent. Bot, 46(3-4). https://www.researchgate.net/publication/229180776_Genetic_diversity_in_a_natural_population_of_the_halophytic_legume_Prosopis_strombulifera_revealed_by_AFLP_fingerprinting"
947,"Acevedo, E., Ortiz, M., Franck, N., & Sanguineti, P. (2007). Relaciones Hídricas de Prosopis tamarugo Phil. Uso de Isótopos Estables. Universidad de Chile. https://www.researchgate.net/publication/255971379_Relaciones_Hidricas_de_Prosopis_tamarugo_Phil_Uso_de_Isotopos_Estables"
948,"Claramunt, V., Lobos, S., Gutierrez, A., Pérez-Quezada, J., Peralta, R., Muñoz, C., & Leiva, S. (2019). Santuario de la Naturaleza QUEBRADA DE LA PLATA - GUÍA PARA EL VISITANTE -. Fundación Facultad de Ciencias Agronómicas. Universidad de Chile. https://agronomia.uchile.cl/dam/jcr:1beee9ee-fc58-4789-b118-b23e74e67220/GUIA-DE-CAMPO-QDLP-corregida-alta.pdf"
949,"Hernandez, P., Echeverría, C., & Hasbun, R. (2018). Estructuración genética en tres poblaciones marginales de Prumnopitys andina, una especie amenazada. Corporacion Nacional Forestal (CONAF). https://investigacion.conaf.cl/archivos/repositorio_documento/2018/12/062_2012-PUBLICACION-REVISTA-CIENTIFICA.pdf"
950,"Vargas-Gaete, R., Salas-Eljatib, C., Penneckamp, D., Neira, Z., Diez, C., & Vargas-Picón, R. (2020). Estructura y regeneración de bosques de Prumnopitys andina en los Andes del sur de Chile. Gayana Bot., 77(1). https://www.scielo.cl/scielo.php?pid=S0717-66432020000100048&script=sci_arttext"
951,"Pinilla, J., Chung, P., & Navarrete, M. (2015). EL SAUCE CHILENO (Salix humboldtiana Willd) EN LA REGIÓN DEL BIOBIO Y SU USO POTENCIAL EN BOSQUES PLANTADOS (Informe Técnico N° 202; p. 40). Instituto Forestal (INFOR). https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/20998/31531.pdf?sequence=1"
952,"Amico, I., Gallo, L., De Durana, F., Garcia, M., Mikuc, J., & Martinez, A. (2021). El Sauce Nativo es una especie de gran importancia para la conservación de los ecosistemas ribereños en los ríos de estepa patagónica. Ministerio de Agricultura, Ganaderia y Pesca. Argentina. https://inta.gob.ar/sites/default/files/inta_eeafesquel_diptico_sauce_nativo.pdf"
953,"Gutierrez, N. (2012). ESTADO DE LA VEGETACION EN NÚCLEOS DE RESTAURACION UTILIZADOS PARA EL RESTABLECIMIENTO DEL BOSQUE ALTOANDINO DEL PARQUE FORESTAL EMBALSE DEL NEUSA, CUNDINAMARCA, COLOMBIA. [PONTIFICIA UNIVERSIDAD JAVERIANA. FACULTAD DE ESTUDIOS AMBIENTALES Y RURALES]. https://repository.javeriana.edu.co/bitstream/handle/10554/12452/GutierrezMoralesNicolas2012.pdf?sequence=1&isAllowed=y"
954,"Vargas, O. (2007). Guía Metodológica para la Restauración Ecologica del Bosque Altoandino. Universidad Nacional de Colombia. https://observatorio.epacartagena.gov.co/wp-content/uploads/2016/06/guia-metodologica-restauracion-ecologica.pdf"
955,"Zimmer, A., Meneses, R., Rabatel, A., Soruco, A., Dangles, O., & Anthelme, F. (2018). Time lag between glacial retreat and upward migration alters tropical alpine communities. Perspectives in Plant Ecology, Evolution and Systematics, 30, 89-102. http://seb.lavergne.free.fr/pdf/Cover-Special-Issue-PPEES.pdf"
956,"Aguilar, F. (2021). PLANTAS CON POTENCIAL USO PARA LA REFORESTACIÓN MEDIANTE LA MEDICIÓN DE RASGOS FUNCIONALES EN BORDES DE AVANCE DEL BOSQUE DE Polylepis, EN EL ANEXO DE CACAYACO, CHIGUATA - AREQUIPA 2021 [UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA]. http://repositorio.unsa.edu.pe/bitstream/handle/20.500.12773/14394/UPagagfm.pdf?sequence=1&isAllowed=yr"
957,"Letelier, L., Squeo, F., Renteria-Arrieta, L., Arancio, G., Martinez-Tilleria, K., & Jorquera-Jaramillo, C. (2010). ¿Qué es la Biodiversidad o la Diversidad Biológica? CONAF. http://66.70.189.83/bitstream/CEHUM2018/1651/1/Letelier%2C%20Squeo%2C%20Renteria%2C%20Arrieta%2C%20Arancio%2C%20Martinez%2C%20Jorquera.%20Qu%C3%A9%20es%20la%20Biodiversidad%20o%20la%20Diversidad%20Biol%C3%B3gica.pdf"
958,"Aronso, J. (1990). Desert Plants of Use and Charm from Northern Chile. The University of Arizona. Desert Plants, 10(2), 65-86. https://repository.arizona.edu/handle/10150/609119"
959,"Teillier, S. (En linea). CURSO DE BOTÁNICA SISTEMATICA [Curso]. https://www.chlorischile.cl/cursoonline/index.htm"
960,"Heitmann, J. (2017). PARQUE OBSERVATORIO DEL TIEMPO ASTRONOMÍA, PAISAJE Y CIUDAD EN EL CERRO CALÁN. PAN ESTUDIO. https://www.parquecerrocalan.cl/wp-content/uploads/2021/03/Parque-Observatorio-del-Tiempo_CERROCALAN_MEMORIA.pdf"
961,"Ministerio del medio Ambiente , Perú. (2019). SERVICIO DE CONSULTORIA PARA LA ELABORACIÓN DE LA LINEA DE BASE DE LA DIVERSIDAD GENÉTICA DEL TOMATE NATIVO: PROSPECCION DE LA DIVERSIDAD, ESTUDIO SOCIOECONÓMICO, ECOLÓGICO, DE ORGANISMOS Y MICROORGANISMOS, FLUJO DE GENES Y SISTEMATIZACIÓN (p. 246) [Programa para el Conocimiento y Conservación de los Recursos Genéticos con fines de Bioseguridad]. Dirección General de Diversidad Biologica. Dirección de Recursos Genéticos y Bioseguridad. https://bioseguridad.minam.gob.pe/wp-content/uploads/2020/01/Informe-del-Quinto-Producto-Tomate.pdf"
962,"Caicedo, A., & Schaal, B. (2004). Population structure and phylogeography of Solanum pimpinellifolium inferred from a nuclear gene. Molecular Ecology, 13(7). https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-294X.2004.02191.x?casa_token=pENcnEkQTCIAAAAA%3AJ7qCuutdHmjTKXRc64v2-EYQZVgHFFLk9eKN2XkeWbYqEFrN8oV4xj9_NjiWzc4KCgk-lk19g7imVOM"
963,"Chetelat, R., Pertuze, R., Faundez, L., Graham, E., & Jones, C. (2009). Distribution, ecology and reproductive biology of wild tomatoes and related nightshades from the Atacama Desert region of northern Chile. Euphytica, 167, 77-93. https://link.springer.com/article/10.1007/s10681-008-9863-6"
964,"Molitor, C., Kurowski, T., Fidalgo de Almeida, P., Eerolla, P., Spindlow, D., Sarvesh, K., Singh, B., Prasanna, H., Thompson, A., & Mohareb, F. (2021). De novo genome assembly of Solanum sitiens reveals structural variation associated with drought and salinity tolerance. Bioinformatic, 37(14). https://watermark.silverchair.com/btab048.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAvUwggLxBgkqhkiG9w0BBwagggLiMIIC3gIBADCCAtcGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMnmEspkdMeDimDob4AgEQgIICqCMB3duVsxxvXLNmD4BqP2tlTA5Chr4pgOj5OY5GA88PyU11qGjpbfzxNCvOSl5YSI6dP_TrqZOOCHA7q4-EHuwaYjDlKoQpa9cLW1YtGoznREcegaBfgEgBAgnMmFP9PVc4A7lbDP_Qaw92Z5OItOjd4V_inlUJ8c-ILexLBC0Euq7gpdQppN_kV9Yf-uOtT76H8qpwBmTc9gkNAysc0I-ZR8uJhxvSpiY8uNlCd8Ezc8PxwWU_bUIP7DIhVV-eGQawvSlMmvURIcNiSrqRgHOXQmPihO2OtItCPGlClSFyoly8Q_HN76eUBPArDzk7qAW8Mz9euOaCHxy3q-pS5lfJfSota92H96X98jQhN8UPtPoUTnGO-OQmvdenGMwjXL7zSfiiVsa0Du2Jgs3sfsK15EyJilffnV6KhA45xD7B8zw26s_vv8irv3Gpetp_dipbLz8EFru-7Jprjp6WS7w9iYN6mSdpGU4kRNYJrRJxeM2IPYD0la3t6qctTRUfT-uXIkjIM_ebg-BQvNyfI2YBi0dtT4IgIT2DqXynei5wkg7DgzpT3ssuq14-MA64KRvcfFqlO2BrFTYEu4GtiUkZD0spAmbIouwmOfWku_2BcTKf8RtAA8LZIjL5dJuw4He_aRcuOhLpVLjJYv9kmKyw1RAkIijYAXE6xTN9nPQjxhuYAcNlrBPavz9Da61JPzlmw3t9WrDRBojofnXNC_rTyISkbuhW81uQi983-QE3qOiXcRMC5yTU5C1o-tbsZhodlXkqj6UhqHcbJ3qlJlHZq-F4BwkcGW6j3zF8Usb_26VQtQ0w3UlMcteuCj3dArRqdQ8Ya_HLlJTwCpfokZWVnk30RTpYOTRETfjrNoKMJUYmhNAoqFZs9YDpZmm9fqBcymhlH8mi"
965,"Gobierno de Canarias. (En línea). Caesalpinia spinosa (Molina) Kuntze. Especies Introducidas en Canarias. https://www.biodiversidadcanarias.es/exos/especie/F00465"
966,"Castro, S., Laspiur, A., & Acosta, J. (2013). Variación anual e intrapoblacional de la dieta de Phymaturus cf. Palluma (Iguania: Liolaemidae) de los Andes centrales en Argentina. Revista Mexicana de Biodiversidad, 84(4), 1258-1265. https://www.sciencedirect.com/science/article/pii/S1870345313729543"
975,"Mora, J., & Soto-Gamboa, M. (2011). Legítima dispersión de semillas Ugni molinae Turcz. (Myrtaceae), por monito del monte, Dromiciops gliroides. Gayana Bot., 68(2), 309-312. https://www.scielo.cl/pdf/gbot/v68n2/art18.pdf"
976,"MMA-ONU Medio Ambiente. (2020). Guía de Bolsillo: Insectos Polinizadores Nativos de la Zona Central de Chile. Desarrollado y financiado en el marco del Proyecto GEFSEC ID 5135 Ministerio del Medio Ambiente - ONU Medio Ambiente. https://fundacionphilippi.cl/wp-content/uploads/2020/05/Gu%C3%ADa_Polinizadores-GEFMonta%C3%B1a.pdf"
977,"Latorre, F., & Sanchez, A. (2011). Flora alergógena urbana y polen atmosférico de Diamante (Argentina). ARCHIVOS DE ALERGIA E INMUNOLOGÍA CLÍNICA, 42(1). http://adm.meducatium.com.ar/contenido/articulos/8000150023_562/pdf/8000150023.pdf"
978,"Smith-Ramirez, C., & Yañez, K. (2010). DIGITALIZACIÓN DE DATOS DE POLINIZADORES DE CHILE, INTERACCIÓN INSECTO-PLANTA Y DISTRIBUCIÓN DE INSECTOS (p. 7) [INFORME DE AVANCE IABIN]. Instituto Ecología y Biodiversidad, Universidad de Chile. https://docplayer.es/22213655-Digitalizacion-de-datos-de-polinizadores-de-chile-interaccion-insecto-planta-y-distribucion-de-insectos.html"
979,"Gonzalez, J., Molina, M., & Ipinza, R. (2021). Un Meta Análisis para Estimar el Papel de Polinizadores Nativos en la Sustentabilidad de Ecosistemas Forestales Naturales. Ciencia & Investigación Forestal, 27(1), 69-86. https://revista.infor.cl/index.php/infor/article/view/473/461"
980,"Smith-Ramirez, C., & Yañez, K. (2010b). DIGITALIZACIÓN DE DATOS DE POLINIZADORES DE CHILE, INTERACCIÓN INSECTO-PLANTA Y DISTRIBUCIÓN DE INSECTOS (p. 23) [INFORME FINAL TECNICO Y FINANCIERO]. Red Interamericana de Información sobre Biodiversidad (IABIN). http://www.oas.org/dsd/iabin/component2/Chile/PTN-IEB/INFORME%20FINAL%20IABIN.pdf"
981,"Galetto, L., Aguilar, R., Musicante, M., Astegiano, J., Ferreras, A., Jausoro, M., Torres, C., Ashworth, L., & Eynard, C. (2007). Fragmentación de hábitat, riqueza de polinizadores, polinización y reproducción de plantas nativas en el Bosque Chaqueño de Córdoba, Argentina. Ecología Austral, 17, 67-80. http://www.scielo.org.ar/pdf/ecoaus/v17n1/v17n1a06.pdf"
982,"Montenegro, G., Gomez, M., & Avila, G. (1992). IMPORTANCIA RELATIVA DE ESPECIES CUYO POLEN ES UTILIZADO POR APIS MELLIFERA EN EL ÁREA DE LA RESERVA NACIONAL LOS RUILES, VII REGIÓN DE CHILE. Acta Botanica Malacitana, 17, 167-174. https://riuma.uma.es/xmlui/handle/10630/3344"
983,"Bernhardt, P., Kenrick, J., & Knox, R. (1984). Pollination Biology and the Breeding System of Acacia Retinodes (Leguminosae: Mimosoideae). Annals of the Missouri Botanical Garden, 71(1), 17-29. https://www-jstor-org.uchile.idm.oclc.org/stable/pdf/2399054.pdf?refreqid=excelsior%3Ab9e5913cad346d739f93830e8776f4b5&ab_segments=&origin=&initiator=&acceptTC=1"
984,"Quintana, C. (2013). Plantas silvestres de los valles secos cercanos a Quito. Publicaciones del Herbario QCA, PUCE. https://edipuce.edu.ec/wp-content/uploads/2021/06/Plantas-silvestres-de-los-valles-secos-cercanos-a-Quito.pdf"
985,"Faricelli, M., Kraust, T., & Bianco, C. (2004). ANÁLISIS PALINOLÓGICO DE LAS ESPECIES MELITÓFILAS DE LA FAMILIA Fabaceae DEL CENTRO DE LA ARGENTINA. Parte I. Revista FAVE - Ciencias Agrarias, 3(1-2), 13-23. https://bibliotecavirtual.unl.edu.ar/publicaciones/index.php/FAVEAgrarias/article/view/1301/2039"
986,"Consorcio de Desarrollo Tecnologico Apicola. (2020). “DESARROLLO APÍCOLA REGIONAL: POTENCIAL MELÍFERO Y SU VINCULACIÓN CON EL INCREMENTO PRODUCTIVO FRUTÍCOLA” (Informe Final N.o 30460142; p. 205). Fondo de Innovación para la Competitividad Regional (FIC-R) del Gobierno Regional y su Consejo Regional. https://corporacionlosrios.cl/index.php/files/552/FIC%20-%20Desarrollo%20Apicola%20Regional:%20Potencial%20Melifero%20y%20su%20Vinculacion%20con%20el%20Incremento%20Productivo%20Fruticola/1010/Informe%20Final.pdf"
987,"Wagenknecht, R. (1971). CONTRIBUCION A LA BIOLOGIA DE LOS APOIDEA CHILENOS. Anales del Museo de Historia Natural de Valparaiso, 4, 277-286. http://file.iflora.cn/fastdfs/group3/M00/00/FA/wKhnrV3Huw-AYyUWAX6nPhCEeaQ188.pdf"
988,"Vivallo, F. (2013). Revision of the bee subgenus Centris (Wagenknechtia) Moure, 1950 (Hymenoptera: Apidae: Centridini). Zootaxa, 3683(5), 501-537. https://www.researchgate.net/publication/260713468_Revision_of_the_bee_subgenus_Centris_Wagenknechtia_Moure_1950_Hymenoptera_Apidae_Centridini"
989,"Gomez, P., Lillo, D., & Gonzalez, A. (2012). Pollination and breeding system in Adesmia bijuga Phil. (Fabaceae), a critically endangered species in Central Chile. Gayana Bot., 69(2), 286-295. https://revistas.udec.cl/index.php/gayana_botanica/article/view/4090/4022"
990,"Toro, H., Chiappa, E., & Covarrubias, R. (1996). DIVERSIDAD DE APOIDEA (HYMENOPTERA) Y SU ASOCIACIÓN A LA VEGETACIÓN NATIVA EN EL NORTE DE CHILE, 2"" REGIÓN. Rev. Chilena Ent, 23, 65-81. http://www.insectachile.cl/rchen/pdfs/1996v23/Toro_et_al_1996.pdf"
991,"Vardy, C. (2017). On the biology of Argentine Hymenoptera and some parasitic Diptera. BOLETÍN DE LA SOCIEDAD ENTOMOLÓGICA ARGENTINA, 28(1), 13-15. https://seargentina.myspecies.info/sites/seargentina.myspecies.info/files/Boletin-SEA-28-1-2017.pdf"
992,"Devoto, M. (2006). Interacciones planta—Polinizador a lo largo de un gradiente ambiental: Una aproximación en escala de comunidad [UNIVERSIDAD DE BUENOS AIRES. FACULTAD DE AGRONOMIA]. https://www.academia.edu/1090833/Interacciones_planta_polinizador_a_lo_largo_de_un_gradiente_ambiental_una_aproximaci%C3%B3n_en_escala_de_comunidad"
993,"Chiappa, E., Rodriguez, S., & Bascuñan, R. (2000). PREFERENCIA Y MANIPULACION FLORAL DE CENTRIS  RODOPHTHALMA PEREZ (HYMENOPTERA: ANTHOPHORIDAE). Gayana (Concepc.), 64(2). https://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-65382000000200002"
994,"Ferreira, N. (2012). BIOLOGIA REPRODUTIVA, DESENVOLVIMENTO E PRODUCAO DE SEMENTES DE Adesmia tristis VOGEL [UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL. FACULDADE DE AGRONOMIA]. http://www.bibliotecadigital.ufrgs.br/da.php?nrb=000864850&loc=2012&l=2b41109f0f1fe968"
995,"Henríquez-Piskulich, P., Vera, A., Sandoval, G., & Villagra, C. (2018). Along urbanization sprawl, exotic plants distort native bee (Hymenoptera: Apoidea) assemblages in high elevation Andes ecosystem. PeerJ, 6(3). https://peerj.com/preprints/27140.pdf"
996,"Squeo, F., Cepeda, J., Olivares, N., & Arroyo, M. (2006). INTERACCIONES ECOLÓGICAS EN LA ALTA MONTAÑA DEL VALLE DEL ELQUI. En GEOECOLOGÍA de los ANDES desérticos. La Alta Montaña del Valle del Elqui (pp. 69-103). Ediciones Universidad de La Serena. http://biblioteca.cehum.org/bitstream/CEHUM2018/1759/1/Squeo%2c%20Cepeda%2c%20Olivares%2c%20Arroyo.%20Interacciones%20ecol%c3%b3gicas%20en%20la%20alta%20monta%c3%b1a%20del%20Valle%20del%20Elqui.pdf"
997,"Massara, V., Rostagno, M., Buono, G., Gonzalez, C., & Ciano, N. (2018). Restauración ecológica en la diagonal árida Argentina 3 (1.a ed.). https://inta.gob.ar/sites/default/files/3deg_taller_de_la_diagonal_arida_argentina-_libro.pdf"
998,"Salvande, M., Figueroa, J., & Arnesto, J. (2011). Quantity component of the effectiveness of seed dispersal by birds in the temperate rainforest of Chiloé, Chile. Bosque (Valdivia), 32(1), 39-45. https://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002011000100005"
999,"Rosario, M., & Bustos, M. (2011). Polen  apícola—Calidad  de  la  colmena  para  polinización  y  diferenciación  del  polen  según  origen  botánico  mediante  ensayo palinológico. Instituto Nacional de Normalización (INN). https://docplayer.es/16682652-Polen-apicola-calidad-de-la-colmena-para-polinizacion-y-diferenciacion-del-polen-segun-origen-botanico-mediante-ensayo-palinologico.html"
1000,"Smith-Ramirez, C., Armesto, J., Rodriguez, J., Gutierrez, A., Duncan, C., & Nuñez, M. (2005). Aextoxicon punctatum, el tique u olivillo. Senda Darwin. http://www.sendadarwin.cl/espanol/wp-content/uploads/2010/04/cap-17-smith-tique.pdf"
1001,"Rosas, M., Espinosa, M., Acuña, E., & Saez, K. (2004). VARIACION INTERANUAL EN PRODUCCION DE SEMILLAS DE ALGUNAS ESPECIES ARBOREAS EN CORDILLERA PELADA, CENTRO-SUR DE CHILE. Gayana Bot., 61(1), 32-41. https://www.researchgate.net/publication/240991038_VARIACION_INTERANUAL_EN_PRODUCCION_DE_SEMILLAS_DE_ALGUNAS_ESPECIES_ARBOREAS_EN_CORDILLERA_PELADA_CENTRO-SUR_DE_CHILE"
1002,"Diaz, R., Niell, S., Cesio, M., & Heinzen, H. (2021). Floral food resources for Apis mellifera (Hymenoptera: Apidae) in a mountain forest area in Uruguay. Agrocienc. Urug, 25(2). http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S2730-50662021000301305"
1003,"Jausoro, M. (2014). EFECTOS DE LOS POLINIZADORES Y LOS PREDADORES DE SEMILLAS SOBRE EL ÉXITO REPRODUCTIVO DE LAS PLANTAS EN AMBIENTES FRAGMENTADOS DEL BOSQUE CHAQUEÑO SERRANO [UNIVERSIDAD NACIONAL DE CORDOBA]. https://rdu.unc.edu.ar/bitstream/handle/11086/11625/TesisDoctoral_Jausoro.pdf?sequence=1&isAllowed=y"
1004,"Rose, J., & Müller-Using, S. (2021). Protocolo de restauración de corredores biológicos para polinizadores. Organización de las Naciones Unidas para la Alimentación y la Agricultura y el Ministerio de Agricultura de Chile. https://simef.minagri.gob.cl/bibliotecadigital/bitstream/handle/20.500.12978/19512/19512.pdf?sequence=1&isAllowed=y"
1005,"Smith-Ramirez, C., Vieli, L., & Barahona-Segovia, R. (2021). ANERIOPHORA AUREORUFA (PHILIPPI, 1865) (DIPTERA: SYRPHIDAE): A FLY SPECIALIZED IN THE POLLINATION OF EUCRYPHIA CORDIFOLIA CAV. (CUNONIACEAE R. BR.), AN ENDEMIC SPECIES OF SOUTH AMERICAN TEMPERATE FOREST. Journal of Pollination Ecology, 27(2), 28-35. https://ieb-chile.cl/wp-content/uploads/2021/05/smith-ramirez-etal-2021-jour-poll-ecol.pdf"
1006,"Rozzi, R., Arroyo, M., & Arnesto, J. (1997). Ecological factors affecting gene flow between populations of Anarthrophyllum cumingii (Papilionaceae) growing on equatorial- and polar-facing slopes in the Andes of Central Chile. Plant Ecology, 132, 171-179. https://link.springer.com/content/pdf/10.1023/A:1009747118914.pdf"
1007,"Mariano, L. (2011). Estudio biosistemático de las abejas de la tribu Xylocopini (Hymenoptera: Apidae) de interés agronómico en Argentina [UNIVERSIDAD NACIONAL DE LA PLATA]. http://sedici.unlp.edu.ar/handle/10915/5337"
1008,"Paiaro, V., Oliva, G., Cocucci, A., & Sersic, A. (2012). Caracterización y variación espacio-temporal del néctar en anarthrophyllum desideratum (Fabaceae): Influencia del clima y los polinizadores. Bol. Soc. Argent. Bot., 47(3-4). http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-23722012000200008"
1009,"San Martin, J., & Muñoz, M. (2013). Productos forestales no madereros de la Región del Maule. Fondo de Investigación del Bosque Nativo. http://dspace.utalca.cl/bitstream/1950/9514/1/mmu%C3%B1oz_villagra.pdf"
1010,"Collao, K. (2018). Estrategia de forrajeo de polen de la abeja nativa Manuelia postica (Xylocopinae: Manueliini) e implicancias en su potencial inversión parental en reproducción [Universidad de Chile. Facultad de Ciencias]. https://repositorio.uchile.cl/bitstream/handle/2250/159480/Estrategia-de-forrajeo-de-polen-de-la-abeja.pdf?sequence=4&isAllowed=y"
